level,group,method,method_label,metric,reference_method,registered_n,paired_n,difference_median,difference_p95,difference_definition,source
type,D31,EXT05C,EXT05C,up_rmse_m,F02,9,9,0.008401748688336041,0.008402518278475896,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,EXT05C,EXT05C,up_rmse_m,F03,9,9,0.008596357466745058,0.008597288177516097,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D31,EXT05C,EXT05C,up_rmse_m,A04,9,9,0.006451006470233681,0.0064680635209884985,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,LC01,LC01,yaw_rmse_deg,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,LC01,LC01,yaw_rmse_deg,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,LC01,LC01,yaw_rmse_deg,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,LC01,LC01,yaw_rmse_deg,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,LC01,LC01,horizontal_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,LC01,LC01,horizontal_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,LC01,LC01,horizontal_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,LC01,LC01,horizontal_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,LC01,LC01,up_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,LC01,LC01,up_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,LC01,LC01,up_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,LC01,LC01,up_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,EXT05C,EXT05C,yaw_rmse_deg,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,EXT05C,EXT05C,yaw_rmse_deg,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,EXT05C,EXT05C,yaw_rmse_deg,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,EXT05C,EXT05C,yaw_rmse_deg,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,EXT05C,EXT05C,horizontal_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,EXT05C,EXT05C,horizontal_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,EXT05C,EXT05C,horizontal_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,EXT05C,EXT05C,horizontal_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,EXT05C,EXT05C,up_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,EXT05C,EXT05C,up_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,EXT05C,EXT05C,up_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D06,EXT05C,EXT05C,up_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,LC01,LC01,yaw_rmse_deg,F04,9,9,1.1085906550983626,1.1089496593469512,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,LC01,LC01,yaw_rmse_deg,F02,9,9,0.7628752042510945,0.7628752042510945,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,LC01,LC01,yaw_rmse_deg,F03,9,9,1.0792364101850311,1.0792364101850311,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,LC01,LC01,yaw_rmse_deg,A04,9,9,1.1088829781891822,1.109284205666171,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,LC01,LC01,horizontal_rmse_m,F04,9,9,-0.00035708569791682854,-0.00034962754174470143,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,LC01,LC01,horizontal_rmse_m,F02,9,9,-0.004373901918778067,-0.004373901918778067,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,LC01,LC01,horizontal_rmse_m,F03,9,9,-0.002372352436544531,-0.002372352436544531,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,LC01,LC01,horizontal_rmse_m,A04,9,9,0.0006294171806588283,0.0006421889782817824,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,LC01,LC01,up_rmse_m,F04,9,9,0.00169585538896308,0.0017997523639405072,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,LC01,LC01,up_rmse_m,F02,9,9,0.0025958961248767898,0.0025958961248767898,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,LC01,LC01,up_rmse_m,F03,9,9,0.0027906585743774567,0.0027906585743774567,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,LC01,LC01,up_rmse_m,A04,9,9,0.0007012990835633601,0.0009786181479829958,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,EXT05C,EXT05C,yaw_rmse_deg,F04,9,9,10.162404932847366,10.162763937095955,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,EXT05C,EXT05C,yaw_rmse_deg,F02,9,9,9.816689482000099,9.816689482000099,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,EXT05C,EXT05C,yaw_rmse_deg,F03,9,9,10.133050687934034,10.133050687934034,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,10.162697255938186,10.163098483415174,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,-0.010154244214624839,-0.010146786058452711,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-0.014171060435486077,-0.014171060435486077,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,-0.01216951095325254,-0.01216951095325254,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,-0.009167741336049182,-0.009154969538426228,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,EXT05C,EXT05C,up_rmse_m,F04,9,9,0.007501489426587904,0.007605386401565331,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,EXT05C,EXT05C,up_rmse_m,F02,9,9,0.008401530162501614,0.008401530162501614,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,EXT05C,EXT05C,up_rmse_m,F03,9,9,0.00859629261200228,0.00859629261200228,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D46,EXT05C,EXT05C,up_rmse_m,A04,9,9,0.006506933121188184,0.00678425218560782,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,LC01,LC01,yaw_rmse_deg,F04,9,9,1.1087326772351074,1.1108742107177598,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,LC01,LC01,yaw_rmse_deg,F02,9,9,0.7628752042510945,0.7628752042510945,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,LC01,LC01,yaw_rmse_deg,F03,9,9,1.0792364101850311,1.0792364101850311,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,LC01,LC01,yaw_rmse_deg,A04,9,9,1.1074720764158734,1.1123566209659104,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,LC01,LC01,horizontal_rmse_m,F04,9,9,-0.00042329900296836365,-0.0003659922205365485,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,LC01,LC01,horizontal_rmse_m,F02,9,9,-0.004373901918778067,-0.004373901918778067,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,LC01,LC01,horizontal_rmse_m,F03,9,9,-0.002372352436544531,-0.002372352436544531,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,LC01,LC01,horizontal_rmse_m,A04,9,9,0.0005790709747658385,0.0006478140865310206,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,LC01,LC01,up_rmse_m,F04,9,9,0.001795531587393026,0.0018740181153336644,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,LC01,LC01,up_rmse_m,F02,9,9,0.0025958961248767898,0.0025958961248767898,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,LC01,LC01,up_rmse_m,F03,9,9,0.0027906585743774567,0.0027906585743774567,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,LC01,LC01,up_rmse_m,A04,9,9,0.000717975266968672,0.0009776298914804583,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,EXT05C,EXT05C,yaw_rmse_deg,F04,9,9,10.162546954984112,10.164688488466764,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,EXT05C,EXT05C,yaw_rmse_deg,F02,9,9,9.816689482000099,9.816689482000099,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,EXT05C,EXT05C,yaw_rmse_deg,F03,9,9,10.133050687934034,10.133050687934034,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,10.161286354164877,10.166170898714915,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,-0.010220457519676374,-0.010163150737244558,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-0.014171060435486077,-0.014171060435486077,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,-0.01216951095325254,-0.01216951095325254,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,-0.009218087541942172,-0.00914934443017699,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,EXT05C,EXT05C,up_rmse_m,F04,9,9,0.00760116562501785,0.007679652152958488,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,EXT05C,EXT05C,up_rmse_m,F02,9,9,0.008401530162501614,0.008401530162501614,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,EXT05C,EXT05C,up_rmse_m,F03,9,9,0.00859629261200228,0.00859629261200228,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D47,EXT05C,EXT05C,up_rmse_m,A04,9,9,0.006523609304593496,0.006783263929105282,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,LC01,LC01,yaw_rmse_deg,F04,9,9,1.1093881115624105,1.110994709685215,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,LC01,LC01,yaw_rmse_deg,F02,9,9,0.7628752042510945,0.7628752042510945,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,LC01,LC01,yaw_rmse_deg,F03,9,9,1.0792364101850311,1.0792364101850311,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,LC01,LC01,yaw_rmse_deg,A04,9,9,1.1083549149720597,1.1100273135303498,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,LC01,LC01,horizontal_rmse_m,F04,9,9,-0.0009320082849355038,-0.00010600911691078797,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,LC01,LC01,horizontal_rmse_m,F02,9,9,-0.004373901918778067,-0.004373901918778067,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,LC01,LC01,horizontal_rmse_m,F03,9,9,-0.002372352436544531,-0.002372352436544531,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,LC01,LC01,horizontal_rmse_m,A04,9,9,-0.0003805288747293495,0.0010690887651319757,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,LC01,LC01,up_rmse_m,F04,9,9,0.0017667407743276187,0.0018651849822010874,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,LC01,LC01,up_rmse_m,F02,9,9,0.0025958961248767898,0.0025958961248767898,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,LC01,LC01,up_rmse_m,F03,9,9,0.0027906585743774567,0.0027906585743774567,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,LC01,LC01,up_rmse_m,A04,9,9,0.000829653273703275,0.0009091261062030342,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,EXT05C,EXT05C,yaw_rmse_deg,F04,9,9,10.163202389311415,10.164808987434219,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,EXT05C,EXT05C,yaw_rmse_deg,F02,9,9,9.816689482000099,9.816689482000099,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,EXT05C,EXT05C,yaw_rmse_deg,F03,9,9,10.133050687934034,10.133050687934034,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,EXT05C,EXT05C,yaw_rmse_deg,A04,9,9,10.162169192721063,10.163841591279354,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,EXT05C,EXT05C,horizontal_rmse_m,F04,9,9,-0.010729166801643514,-0.009903167633618797,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,EXT05C,EXT05C,horizontal_rmse_m,F02,9,9,-0.014171060435486077,-0.014171060435486077,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,EXT05C,EXT05C,horizontal_rmse_m,F03,9,9,-0.01216951095325254,-0.01216951095325254,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,EXT05C,EXT05C,horizontal_rmse_m,A04,9,9,-0.01017768739143736,-0.008728069751576034,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,EXT05C,EXT05C,up_rmse_m,F04,9,9,0.0075723748119524426,0.0076708190198259115,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,EXT05C,EXT05C,up_rmse_m,F02,9,9,0.008401530162501614,0.008401530162501614,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,EXT05C,EXT05C,up_rmse_m,F03,9,9,0.00859629261200228,0.00859629261200228,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D50,EXT05C,EXT05C,up_rmse_m,A04,9,9,0.006635287311328099,0.006714760143827858,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,LC01,LC01,yaw_rmse_deg,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,LC01,LC01,yaw_rmse_deg,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,LC01,LC01,yaw_rmse_deg,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,LC01,LC01,yaw_rmse_deg,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,LC01,LC01,horizontal_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,LC01,LC01,horizontal_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,LC01,LC01,horizontal_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,LC01,LC01,horizontal_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,LC01,LC01,up_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,LC01,LC01,up_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,LC01,LC01,up_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,LC01,LC01,up_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,EXT05C,EXT05C,yaw_rmse_deg,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,EXT05C,EXT05C,yaw_rmse_deg,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,EXT05C,EXT05C,yaw_rmse_deg,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,EXT05C,EXT05C,yaw_rmse_deg,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,EXT05C,EXT05C,horizontal_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,EXT05C,EXT05C,horizontal_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,EXT05C,EXT05C,horizontal_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,EXT05C,EXT05C,horizontal_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,EXT05C,EXT05C,up_rmse_m,F04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,EXT05C,EXT05C,up_rmse_m,F02,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,EXT05C,EXT05C,up_rmse_m,F03,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D57,EXT05C,EXT05C,up_rmse_m,A04,9,0,,,external_minus_reference,$V3/07_AGGREGATE/CORE_541_DISTRIBUTION_V3.csv
type,D62,LC01,LC01,yaw_rmse_deg,F04,18,1,1.11421467657361,1.11421467657361,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01,LC01,yaw_rmse_deg,F02,18,1,0.7664697478170881,0.7664697478170881,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01,LC01,yaw_rmse_deg,F03,18,1,1.084152743431926,1.084152743431926,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01,LC01,yaw_rmse_deg,A04,18,1,1.1145973445250275,1.1145973445250275,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01,LC01,horizontal_rmse_m,F04,18,1,0.3143547023215388,0.3143547023215388,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01,LC01,horizontal_rmse_m,F02,18,1,-1.9647841214395771,-1.9647841214395771,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01,LC01,horizontal_rmse_m,F03,18,1,-1.799951460710613,-1.799951460710613,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01,LC01,horizontal_rmse_m,A04,18,1,0.3127960205941203,0.3127960205941203,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01,LC01,up_rmse_m,F04,18,1,0.7631120597088281,0.7631120597088281,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01,LC01,up_rmse_m,F02,18,1,0.8297826620974198,0.8297826620974198,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01,LC01,up_rmse_m,F03,18,1,0.8315021933094535,0.8315021933094535,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01,LC01,up_rmse_m,A04,18,1,0.7612345600163924,0.7612345600163924,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,EXT05C,EXT05C,yaw_rmse_deg,F04,18,1,9.740954497827891,9.740954497827891,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,EXT05C,EXT05C,yaw_rmse_deg,F02,18,1,9.393209569071368,9.393209569071368,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,EXT05C,EXT05C,yaw_rmse_deg,F03,18,1,9.710892564686207,9.710892564686207,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,EXT05C,EXT05C,yaw_rmse_deg,A04,18,1,9.741337165779308,9.741337165779308,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,EXT05C,EXT05C,horizontal_rmse_m,F04,18,1,0.11362015047889057,0.11362015047889057,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,EXT05C,EXT05C,horizontal_rmse_m,F02,18,1,-2.165518673282225,-2.165518673282225,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,EXT05C,EXT05C,horizontal_rmse_m,F03,18,1,-2.000686012553261,-2.000686012553261,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,EXT05C,EXT05C,horizontal_rmse_m,A04,18,1,0.11206146875147212,0.11206146875147212,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,EXT05C,EXT05C,up_rmse_m,F04,18,1,0.8181901931167901,0.8181901931167901,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,EXT05C,EXT05C,up_rmse_m,F02,18,1,0.8848607955053818,0.8848607955053818,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,EXT05C,EXT05C,up_rmse_m,F03,18,1,0.8865803267174155,0.8865803267174155,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,EXT05C,EXT05C,up_rmse_m,A04,18,1,0.8163126934243544,0.8163126934243544,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01-BR,改动过的 LC01,yaw_rmse_deg,F04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01-BR,改动过的 LC01,yaw_rmse_deg,F02,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01-BR,改动过的 LC01,yaw_rmse_deg,F03,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01-BR,改动过的 LC01,yaw_rmse_deg,A04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01-BR,改动过的 LC01,horizontal_rmse_m,F04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01-BR,改动过的 LC01,horizontal_rmse_m,F02,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01-BR,改动过的 LC01,horizontal_rmse_m,F03,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01-BR,改动过的 LC01,horizontal_rmse_m,A04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01-BR,改动过的 LC01,up_rmse_m,F04,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01-BR,改动过的 LC01,up_rmse_m,F02,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
type,D62,LC01-BR,改动过的 LC01,up_rmse_m,F03,18,0,,,external_minus_reference,$V3/07_AGGREGATE/ADDENDUM_TABLE_V3.csv
