elapsed_s,t_rel_s,err_n_m,err_e_m,err_u_m,yaw_error_ned_wrapped_deg,yaw_error_ned_unwrapped_deg,reference_yaw_increment_ned_deg,reference_path_m
58.0,3244.0,16.603012354350522,16.545008141978947,-1.0040938981435257,28.96696287768222,28.96696287768222,-91.22659572118312,69.18096132012188
59.0,3245.0,19.616772219241664,17.984803156461346,-1.01232345738874,32.927404076554836,32.927404076554836,-94.30294402481252,70.40419406676023
60.0,3246.0,25.172604468422186,21.155893176568384,-1.0145608457412079,39.98222619480728,39.98222619480728,-92.48304784322963,71.61290863378521
61.0,3247.0,29.517657804288145,24.269667701033065,-0.9924408565470666,45.23755076612983,45.23755076612983,-90.14876515989798,72.86374299480465
62.0,3248.0,29.658245105565566,24.252261084796565,-1.010265235788115,44.01458033303325,44.01458033303325,-88.90857684208453,74.13965905704241
63.0,3249.0,26.159286481736853,21.603873832812525,-0.9958587346427137,37.59257447976091,37.59257447976091,-86.75916489162776,75.4116704395714
64.0,3250.0,23.05972518782188,19.762922753373942,-1.0327100702997225,31.657938188868542,31.657938188868542,-90.39139378879591,76.66678930192431
65.0,3251.0,22.775649128271933,19.563220237910876,-0.9849519397110957,30.417850433595646,30.417850433595643,-92.40104042516151,77.89119761436756
66.0,3252.0,24.796594256978196,20.549886849547143,-0.9016341034777691,32.09444000784052,32.09444000784052,-92.41138638342346,79.15045297140617
67.0,3253.0,27.785839852477245,22.25183661386071,-0.8825762001894502,35.70954936731974,35.70954936731974,-91.10748024796447,80.38061655727134
68.0,3254.0,31.879770090150206,24.96121076294775,-0.8753406735556433,40.85754676679309,40.85754676679309,-89.9382136857607,81.64280713807968
69.0,3255.0,36.38973670896381,28.416746972949916,-0.9091369992308573,46.669788820140184,46.669788820140184,-89.12041893734352,82.90511963281998
70.0,3256.0,42.33621335719566,34.19521634300069,-0.8964535351157701,55.47148993100143,55.47148993100143,-88.7644972462256,84.194692172641
71.0,3257.0,47.47596374694687,40.571666306317105,-0.8626651802917047,63.83466043993528,63.83466043993528,-87.87636455444118,85.41271537815796
72.0,3258.0,51.96275863786267,47.808391206079676,-0.818892335904216,71.96494830362909,71.96494830362909,-92.361997476759,86.65045853357627
73.0,3259.0,55.71153327601099,55.63654296389387,-0.8186111716576692,80.48544525781853,80.48544525781854,-91.40416940819077,87.85945702524849
74.0,3260.0,58.325260509318944,62.66735708530659,-0.7564905811482352,87.12497258516373,87.12497258516373,-89.85421065897464,89.13758332844176
75.0,3261.0,60.36354456864406,71.13436007127972,-0.7081654448460657,94.77784857751885,94.77784857751885,-89.32428882367182,90.397492014884
76.0,3262.0,61.29106708955268,81.00284719377072,-0.6843877325561538,103.48021311528265,103.48021311528265,-88.0633601831469,91.67403683433484
77.0,3263.0,60.702188351659345,91.47765089367518,-0.6637990323698977,112.74682809809883,112.74682809809885,-86.27119894230219,92.90687875865491
78.0,3264.0,58.594968300328176,102.05010494837661,-0.6454141717596051,122.49247697890019,122.49247697890019,-85.84915207642004,94.17538562905537
79.0,3265.0,55.93107916977058,110.70526854322763,-0.6445588574691603,129.87341924261847,129.8734192426185,-85.83672861715664,95.4434513143046
80.0,3266.0,53.74388024667289,117.09044407349724,-0.6178504451396232,136.085241588793,136.085241588793,-88.42415854466248,96.71181473293962
81.0,3267.0,53.39219720961626,120.65672264496862,-0.5847512344329395,139.07617888302343,139.07617888302343,-88.74998066990474,97.95586203008928
82.0,3268.0,56.032479571305004,120.30725337924656,-0.6025556466168376,137.51541235801727,137.51541235801727,-89.78726121867419,99.18172138165879
