elapsed_s,err_e_m,err_n_m,err_u_m,horizontal_error_m,reference_path_m
285.0,2.747468830861308,3.961226799572813,-6.480777602720409,4.820778229104537,227.21573181834535
286.0,2.680560474933273,3.8932431157256246,-6.507346007805761,4.726811443025781,228.43881122873066
287.0,2.552416716408011,3.7952155162626298,-6.539878784262841,4.573673786911313,229.71506680293632
288.0,2.482753678797785,3.6890443866652447,-6.59244741191837,4.446697011982072,230.94100952274582
289.0,2.3720622082494174,3.6007698607492387,-6.622483495729814,4.311869978313956,232.2121519802734
290.0,2.266331861743744,3.557109644287216,-6.620992418969315,4.21773507098727,233.5008622633376
291.0,2.1693218243296997,3.510144588231583,-6.632731515844879,4.126387307052576,234.79876109036493
292.0,2.1011020077379,3.429414580778726,-6.652306993238615,4.021879413132368,236.04398418197334
293.0,2.0242618928558116,3.351906559853859,-6.7368993343267745,3.915726471149322,237.28908840567746
294.0,1.9233726577784012,3.2946510630846007,-6.778480543921462,3.814982045589997,238.55013814928506
295.0,1.8330627078528465,3.1821676419639573,-6.803085046732354,3.672371140351049,239.77424858689332
